"","variable","type","n","mean","variance","target_3_moment","target_4_moment","std_mean","std_var","std_target_3_moment","std_target_4_moment","clinic_name"
"700","std_pan_day","num",11,-0.31069046524885,0.623437740692674,0.0250183940542574,0.541198170446221,0,1,0.0508241032864257,1.39241972127803,"inpatient ward v"
"701","std_age","num",11,-0.0408585912502889,0.521297141630862,0.31750255154574,0.58767698399678,0,1,0.843566266336287,2.16255922184258,"inpatient ward v"
"702","std_drive_thru_ind","num",11,0.916530528881564,2.96176677984156,2.50483716116974,9.57987930792216,0,1,0.491420433928656,1.09208969323393,"inpatient ward v"
"703","resultnegative","bin",8,1,0,0,0,1,0,0,0,"intl patient svcs"
"704","resultpositive","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"705","pan_day","num",8,45.875,1280.125,26701.41796875,2201347.82348633,0,1,0.582982863860579,1.34333380871071,"intl patient svcs"
"706","age","num",8,18.75,322.5,2521.40625,160383.83203125,0,1,0.435359678276986,1.54205925124692,"intl patient svcs"
"707","gendermale","bin",8,0.75,0.214285714285714,-0.09375,0.08203125,0.75,0.2142857,-0.09375,0.08203125,"intl patient svcs"
"708","demo_groupother adult","bin",8,0.375,0.267857142857143,0.05859375,0.069580078125,0.375,0.2678571,0.05859375,0.06958008,"intl patient svcs"
"709","demo_grouppatient","bin",8,0.625,0.267857142857143,-0.05859375,0.069580078125,0.625,0.2678571,-0.05859375,0.06958008,"intl patient svcs"
"710","payor_groupcommercial","bin",8,1,0,0,0,1,0,0,0,"intl patient svcs"
"711","payor_groupgovernment","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"712","payor_groupmedical assistance","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"713","payor_groupother","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"714","payor_groupself pay","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"715","patient_classemergency","bin",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"716","patient_classoutpatient","bin",8,1,0,0,0,1,0,0,0,"intl patient svcs"
"717","drive_thru_ind","num",8,0,0,0,0,0,0,0,0,"intl patient svcs"
"718","std_pan_day","num",8,-0.65052644880931,1.74066316688073,1.33883749225668,4.07017787730425,0,1,0.582982588524993,1.34333369037251,"intl patient svcs"
"719","std_age","num",8,1.22669231671071,3.69564670250896,3.09302846381235,21.0611480639405,0,1,0.43535965660271,1.54205970306981,"intl patient svcs"
"720","std_drive_thru_ind","num",8,-0.323864628063286,0,0,0,0,0,0,0,"intl patient svcs"
"721","resultnegative","bin",256,0.98828125,0.0116268382352941,-0.0113099813461304,0.0111790329683572,0.98828125,0.01162684,-0.01130998,0.01117903,"laboratory"
"722","resultpositive","bin",256,0.01171875,0.0116268382352941,0.0113099813461304,0.0111790329683572,0.01171875,0.01162684,0.01130998,0.01117903,"laboratory"
"723","pan_day","num",256,63.79296875,742.643244485294,-2484.19415438175,919086.147427763,0,1,-0.122748206787489,1.66646320257317,"laboratory"
"724","age","num",256,20.431640625,301.016838082108,2761.87490940678,186339.087976483,0,1,0.52883213131659,2.05647017094045,"laboratory"
"725","gendermale","bin",256,0.4609375,0.249448529411765,0.0194120407104492,0.0632559545338154,0.4609375,0.24944853,0.01941204,0.06325595,"laboratory"
"726","demo_groupother adult","bin",256,0.37890625,0.236259191176471,0.0569955110549927,0.0691867761779577,0.37890625,0.23625919,0.05699551,0.06918678,"laboratory"
"727","demo_grouppatient","bin",256,0.59375,0.242156862745098,-0.04522705078125,0.0666627883911133,0.59375,0.24215686,-0.04522705,0.06666279,"laboratory"
"728","payor_groupcommercial","bin",256,0.40234375,0.24140625,0.046965479850769,0.0669955231714994,0.40234375,0.24140625,0.04696548,0.06699552,"laboratory"
"729","payor_groupgovernment","bin",256,0.21484375,0.169347426470588,0.0962036848068237,0.0833211012650281,0.21484375,0.16934743,0.09620368,0.0833211,"laboratory"
"730","payor_groupmedical assistance","bin",256,0,0,0,0,0,0,0,0,"laboratory"
"731","payor_groupother","bin",256,0,0,0,0,0,0,0,0,"laboratory"
"732","payor_groupself pay","bin",256,0.3828125,0.23719362745098,0.0553750991821289,0.0688006766140461,0.3828125,0.23719363,0.0553751,0.06880068,"laboratory"
"733","patient_classemergency","bin",256,0,0,0,0,0,0,0,0,"laboratory"
"734","patient_classoutpatient","bin",256,1,0,0,0,1,0,0,0,"laboratory"
"735","drive_thru_ind","num",256,0.046875,0.0448529411764706,0.0404891967773438,0.0386894345283508,0,1,4.26238645478512,19.2313822848605,"laboratory"
"736","std_pan_day","num",256,0.010197357545119,1.00981680836509,-0.124560136687261,1.69934258670346,0,1,-0.122748177965233,1.66646368849299,"laboratory"
"737","std_age","num",256,1.40670933100561,3.4494632094816,3.38801322011649,24.4695183564866,0,1,0.528832079487621,2.05647017572429,"laboratory"
"738","std_drive_thru_ind","num",256,-0.163969939863364,0.521886950964729,1.60700574183421,5.2379748054394,0,1,4.26238664440055,19.2313843123466,"laboratory"
"739","resultnegative","bin",3,1,0,0,0,1,0,0,0,"mri"
"740","resultpositive","bin",3,0,0,0,0,0,0,0,0,"mri"
"741","pan_day","num",3,58.6666666666667,586.333333333333,-4955.40740740741,229191.185185185,0,1,-0.34902975540471,0.6666667098355,"mri"
"742","age","num",3,6.33333333333333,30.3333333333333,-61.9259259259259,613.407407407407,0,1,-0.370674176873736,0.666666660081311,"mri"
"743","gendermale","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"mri"
"744","demo_groupother adult","bin",3,0,0,0,0,0,0,0,0,"mri"
"745","demo_grouppatient","bin",3,1,0,0,0,1,0,0,0,"mri"
"746","payor_groupcommercial","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"mri"
"747","payor_groupgovernment","bin",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0.3333333,0.3333333,0.07407407,0.07407407,"mri"
"748","payor_groupmedical assistance","bin",3,0,0,0,0,0,0,0,0,"mri"
"749","payor_groupother","bin",3,0,0,0,0,0,0,0,0,"mri"
"750","payor_groupself pay","bin",3,0,0,0,0,0,0,0,0,"mri"
"751","patient_classemergency","bin",3,0,0,0,0,0,0,0,0,"mri"
"752","patient_classoutpatient","bin",3,1,0,0,0,1,0,0,0,"mri"
"753","drive_thru_ind","num",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0,1,0.384900216025272,0.666666763333346,"mri"
"754","std_pan_day","num",3,-0.178834662338421,0.797272795115897,-0.248469397176143,0.42376260655461,0,1,-0.349029784829816,0.666666648186886,"mri"
"755","std_age","num",3,-0.102492544548456,0.347600878478879,-0.0759650102147657,0.080550913812859,0,1,-0.370674116403828,0.666666552559085,"mri"
"756","std_drive_thru_ind","num",3,0.813164265802827,3.87850411645919,2.93998083026184,10.0285294542606,0,1,0.384900204131848,0.666666708604053,"mri"
"757","resultnegative","bin",4,1,0,0,0,1,0,0,0,"mri-mag resonance"
"758","resultpositive","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"759","pan_day","num",4,82.75,454.916666666667,431.15625,127295.45703125,0,1,0.0444362000766697,0.615105137943449,"mri-mag resonance"
"760","age","num",4,11.25,18.9166666666667,-1.40625,208.33203125,0,1,-0.0170921075771759,0.582192704967568,"mri-mag resonance"
"761","gendermale","bin",4,0.5,0.333333333333333,0,0.0625,0.5,0.3333333,0,0.0625,"mri-mag resonance"
"762","demo_groupother adult","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"763","demo_grouppatient","bin",4,1,0,0,0,1,0,0,0,"mri-mag resonance"
"764","payor_groupcommercial","bin",4,1,0,0,0,1,0,0,0,"mri-mag resonance"
"765","payor_groupgovernment","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"766","payor_groupmedical assistance","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"767","payor_groupother","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"768","payor_groupself pay","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"769","patient_classemergency","bin",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"770","patient_classoutpatient","bin",4,1,0,0,0,1,0,0,0,"mri-mag resonance"
"771","drive_thru_ind","num",4,0,0,0,0,0,0,0,0,"mri-mag resonance"
"772","std_pan_day","num",4,0.709236518704492,0.618577627705753,0.021618632882957,0.235362693510822,0,1,0.0444362033075406,0.615105002463579,"mri-mag resonance"
"773","std_age","num",4,0.423828977695106,0.216773075315125,-0.00172505770430136,0.0273575690332851,0,1,-0.0170921076326489,0.582192682327808,"mri-mag resonance"
"774","std_drive_thru_ind","num",4,-0.323864628063286,0,0,0,0,0,0,0,"mri-mag resonance"
"775","resultnegative","bin",283,1,0,0,0,1,0,0,0,"nicu"
"776","resultpositive","bin",283,0,0,0,0,0,0,0,0,"nicu"
"777","pan_day","num",283,63.3498233215548,671.355913089241,-1105.4673271392,821307.414608992,0,1,-0.063550146361649,1.82221702127736,"nicu"
"778","age","num",283,0.773144876325088,4.70466631581585,62.3788156887477,884.913849128134,0,1,6.11285248468303,39.9800483603284,"nicu"
"779","gendermale","bin",283,0.406360424028269,0.242087061123224,0.0451776550530997,0.0666535321468127,0.406360424,0.24208706,0.04517766,0.06665353,"nicu"
"780","demo_groupother adult","bin",283,0,0,0,0,0,0,0,0,"nicu"
"781","demo_grouppatient","bin",283,1,0,0,0,1,0,0,0,"nicu"
"782","payor_groupcommercial","bin",283,0.643109540636042,0.230333558880285,-0.0656929060413223,0.0714818372546657,0.643109541,0.23033356,-0.06569291,0.07148184,"nicu"
"783","payor_groupgovernment","bin",283,0.356890459363958,0.230333558880285,0.0656929060413223,0.0714818372546657,0.356890459,0.23033356,0.06569291,0.07148184,"nicu"
"784","payor_groupmedical assistance","bin",283,0,0,0,0,0,0,0,0,"nicu"
"785","payor_groupother","bin",283,0,0,0,0,0,0,0,0,"nicu"
"786","payor_groupself pay","bin",283,0,0,0,0,0,0,0,0,"nicu"
"787","patient_classemergency","bin",283,0,0,0,0,0,0,0,0,"nicu"
"788","patient_classoutpatient","bin",283,0,0,0,0,0,0,0,0,"nicu"
"789","drive_thru_ind","num",283,0.0141342756183746,0.0139839109841365,0.0135405898040903,0.0133519871783578,0,1,8.18831719593423,68.2792525109964,"nicu"
"790","std_pan_day","num",283,-0.00614359819245014,0.912883124524579,-0.0554293073787653,1.51855478436538,0,1,-0.06355016864579,1.8222173305119,"nicu"
"791","std_age","num",283,-0.697702073901744,0.0539125102525577,0.0765205735744491,0.116204366514249,0,1,6.11285182776299,39.9800625463659,"nicu"
"792","std_drive_thru_ind","num",283,-0.275651388747409,0.162709968948517,0.537422505135269,1.80766075532945,0,1,8.1883160554517,68.2792368304773,"nicu"
"793","resultnegative","bin",7,0.857142857142857,0.142857142857143,-0.0874635568513119,0.0774677217825906,0.8571429,0.1428571,-0.08746356,0.07746772,"ob gyn"
"794","resultpositive","bin",7,0.142857142857143,0.142857142857143,0.087463556851312,0.0774677217825906,0.1428571,0.1428571,0.08746356,0.07746772,"ob gyn"
"795","pan_day","num",7,77,1215,-35079.4285714286,3006215.14285714,0,1,-0.828300857701258,2.03642059984081,"ob gyn"
"796","age","num",7,26.2857142857143,72.9047619047619,180.699708454811,5539.15785089546,0,1,0.290284326700724,1.04215414775208,"ob gyn"
"797","gendermale","bin",7,0.285714285714286,0.238095238095238,0.087463556851312,0.0791336942940442,0.2857143,0.2380952,0.08746356,0.07913369,"ob gyn"
"798","demo_groupother adult","bin",7,0,0,0,0,0,0,0,0,"ob gyn"
"799","demo_grouppatient","bin",7,1,0,0,0,1,0,0,0,"ob gyn"
"800","payor_groupcommercial","bin",7,0.714285714285714,0.238095238095238,-0.087463556851312,0.0791336942940442,0.7142857,0.2380952,-0.08746356,0.07913369,"ob gyn"
"801","payor_groupgovernment","bin",7,0.285714285714286,0.238095238095238,0.087463556851312,0.0791336942940442,0.2857143,0.2380952,0.08746356,0.07913369,"ob gyn"
"802","payor_groupmedical assistance","bin",7,0,0,0,0,0,0,0,0,"ob gyn"
"803","payor_groupother","bin",7,0,0,0,0,0,0,0,0,"ob gyn"
"804","payor_groupself pay","bin",7,0,0,0,0,0,0,0,0,"ob gyn"
"805","patient_classemergency","bin",7,0,0,0,0,0,0,0,0,"ob gyn"
"806","patient_classoutpatient","bin",7,1,0,0,0,1,0,0,0,"ob gyn"
"807","drive_thru_ind","num",7,0.142857142857143,0.142857142857143,0.087463556851312,0.0774677217825906,0,1,1.61984852871442,3.79592055755199,"ob gyn"
"808","std_pan_day","num",7,0.49720568309217,1.65210877668985,-1.75891985337015,5.55833577880301,0,1,-0.828300875489571,2.03642072018813,"ob gyn"
"809","std_age","num",7,2.03337881448353,0.835442613738091,0.221665723900431,0.727386433967464,0,1,0.290284316115647,1.04215410517102,"ob gyn"
"810","std_drive_thru_ind","num",7,0.163433469307905,1.66221604991108,3.47140593660654,10.4879789502908,0,1,1.61984784400749,3.79591897522742,"ob gyn"
"811","resultnegative","bin",501,0.984031936127745,0.0157445109780439,-0.0152112697247248,0.0149723817058366,0.984031936,0.01574451,-0.01521127,0.01497238,"oncology day hosp"
"812","resultpositive","bin",501,0.0159680638722555,0.0157445109780439,0.0152112697247248,0.0149723817058366,0.015968064,0.01574451,0.01521127,0.01497238,"oncology day hosp"
"813","pan_day","num",501,63.5449101796407,714.104479041916,-2465.18215775412,911081.039562413,0,1,-0.129183287742591,1.78662517862184,"oncology day hosp"
"814","age","num",501,5.96786427145709,34.0965452295409,257.042889439467,4687.69598247976,0,1,1.2910407651876,4.03216749141836,"oncology day hosp"
"815","gendermale","bin",501,0.500998003992016,0.250499001996008,-0.000499000007960169,0.0625004980030079,0.500998004,0.250499,-0.000499,0.0625005,"oncology day hosp"
"816","demo_groupother adult","bin",501,0,0,0,0,0,0,0,0,"oncology day hosp"
"817","demo_grouppatient","bin",501,1,0,0,0,1,0,0,0,"oncology day hosp"
"818","payor_groupcommercial","bin",501,0.630738522954092,0.233373253493014,-0.0608999490192964,0.0701698137280891,0.630738523,0.2333733,-0.06089995,0.07016981,"oncology day hosp"
"819","payor_groupgovernment","bin",501,0.367265469061876,0.23284630738523,0.0616901105617817,0.0703779979075677,0.367265469,0.2328463,0.06169011,0.070378,"oncology day hosp"
"820","payor_groupmedical assistance","bin",501,0,0,0,0,0,0,0,0,"oncology day hosp"
"821","payor_groupother","bin",501,0,0,0,0,0,0,0,0,"oncology day hosp"
"822","payor_groupself pay","bin",501,0.00199600798403194,0.00199600798403194,0.0019840717447977,0.00198011945807292,0.001996008,0.001996008,0.001984072,0.001980119,"oncology day hosp"
"823","patient_classemergency","bin",501,0,0,0,0,0,0,0,0,"oncology day hosp"
"824","patient_classoutpatient","bin",501,1,0,0,0,1,0,0,0,"oncology day hosp"
"825","drive_thru_ind","num",501,0.0918163672654691,0.0835528942115768,0.0680737003687932,0.0625263859572344,0,1,2.81862397721376,8.95654273976074,"oncology day hosp"
"826","std_pan_day","num",501,0.0010502156400622,0.971010927817845,-0.123606854958271,1.68454155771959,0,1,-0.129183354321549,1.78662593252448,"oncology day hosp"
"827","std_age","num",501,-0.141615439391772,0.390724914556591,0.315316491920666,0.615574886292207,0,1,1.29104108831801,4.03216899486117,"oncology day hosp"
"828","std_drive_thru_ind","num",501,-0.010671040531303,0.972180732425039,2.70182755074474,8.46514399374796,0,1,2.81862438905984,8.95654186179715,"oncology day hosp"
"829","resultnegative","bin",3,1,0,0,0,1,0,0,0,"otolaryngology"
"830","resultpositive","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"831","pan_day","num",3,57.6666666666667,582.333333333333,-3434.07407407407,226074.740740741,0,1,-0.244372411243873,0.666666546603543,"otolaryngology"
"832","age","num",3,4.33333333333333,10.3333333333333,11.4074074074074,71.1851851851852,0,1,0.343420640977401,0.666666716059661,"otolaryngology"
"833","gendermale","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"otolaryngology"
"834","demo_groupother adult","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"835","demo_grouppatient","bin",3,1,0,0,0,1,0,0,0,"otolaryngology"
"836","payor_groupcommercial","bin",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0.3333333,0.3333333,0.07407407,0.07407407,"otolaryngology"
"837","payor_groupgovernment","bin",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0.6666667,0.3333333,-0.07407407,0.07407407,"otolaryngology"
"838","payor_groupmedical assistance","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"839","payor_groupother","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"840","payor_groupself pay","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"841","patient_classemergency","bin",3,0,0,0,0,0,0,0,0,"otolaryngology"
"842","patient_classoutpatient","bin",3,1,0,0,0,1,0,0,0,"otolaryngology"
"843","drive_thru_ind","num",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0,1,0.384900216025272,0.666666763333346,"otolaryngology"
"844","std_pan_day","num",3,-0.215709590270998,0.791833753875765,-0.172188125999073,0.418000462517991,0,1,-0.244372358243743,0.66666664877999,"otolaryngology"
"845","std_age","num",3,-0.316589434952617,0.118413486075223,0.0139935545132463,0.00934783578965795,0,1,0.343420389927916,0.666666524875116,"otolaryngology"
"846","std_drive_thru_ind","num",3,0.813164265802827,3.87850411645919,2.93998083026184,10.0285294542606,0,1,0.384900204131848,0.666666708604053,"otolaryngology"
"847","resultnegative","bin",2,1,0,0,0,1,0,0,0,"ped gen thor surg"
"848","resultpositive","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"849","pan_day","num",2,24,98,0,2401,0,1,0,0.25,"ped gen thor surg"
"850","age","num",2,1.5,0.5,0,0.0625,0,1,0,0.25,"ped gen thor surg"
"851","gendermale","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"852","demo_groupother adult","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"853","demo_grouppatient","bin",2,1,0,0,0,1,0,0,0,"ped gen thor surg"
"854","payor_groupcommercial","bin",2,1,0,0,0,1,0,0,0,"ped gen thor surg"
"855","payor_groupgovernment","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"856","payor_groupmedical assistance","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"857","payor_groupother","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"858","payor_groupself pay","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"859","patient_classemergency","bin",2,0,0,0,0,0,0,0,0,"ped gen thor surg"
"860","patient_classoutpatient","bin",2,1,0,0,0,1,0,0,0,"ped gen thor surg"
"861","drive_thru_ind","num",2,0.5,0.5,0,0.0625,0,1,0,0.25,"ped gen thor surg"
"862","std_pan_day","num",2,-1.45716549733445,0.133256510383214,0,0.00443932438987791,0,1,0,0.249999979481955,"ped gen thor surg"
"863","std_age","num",2,-0.619893363025179,0.00572968481009141,-4.74338450462408e-19,8.20732200574806e-06,0,1,-1.0936850009946e-15,0.24999998325257,"ped gen thor surg"
"864","std_drive_thru_ind","num",2,1.38167871273588,5.81775617468878,0,8.46157172703236,0,1,0,0.250000008038174,"ped gen thor surg"
"865","resultnegative","bin",3,1,0,0,0,1,0,0,0,"periop complex"
"866","resultpositive","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"867","pan_day","num",3,54.3333333333333,264.333333333333,844.074074074073,46581.4074074074,0,1,0.196405055407229,0.666666703939632,"periop complex"
"868","age","num",3,6.33333333333333,10.3333333333333,11.4074074074074,71.1851851851852,0,1,0.343420563005323,0.666666716059661,"periop complex"
"869","gendermale","bin",3,0.333333333333333,0.333333333333333,0.0740740740740741,0.0740740740740741,0.3333333,0.3333333,0.07407407,0.07407407,"periop complex"
"870","demo_groupother adult","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"871","demo_grouppatient","bin",3,1,0,0,0,1,0,0,0,"periop complex"
"872","payor_groupcommercial","bin",3,1,0,0,0,1,0,0,0,"periop complex"
"873","payor_groupgovernment","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"874","payor_groupmedical assistance","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"875","payor_groupother","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"876","payor_groupself pay","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"877","patient_classemergency","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"878","patient_classoutpatient","bin",3,0,0,0,0,0,0,0,0,"periop complex"
"879","drive_thru_ind","num",3,0.666666666666667,0.333333333333333,-0.074074074074074,0.0740740740740741,0,1,-0.384900216025272,0.666666763333346,"periop complex"
"880","std_pan_day","num",3,-0.338626016712924,0.359429975285336,0.0423227716945521,0.0861266047557449,0,1,0.19640502724978,0.666666538173674,"periop complex"
"881","std_age","num",3,-0.102492544548456,0.118413486075223,0.0139935545132463,0.00934783578965795,0,1,0.343420389927916,0.666666524875116,"periop complex"
"882","std_drive_thru_ind","num",3,1.95019315966894,3.87850411645919,-2.93998083026184,10.0285294542606,0,1,-0.384900181875569,0.666666708604053,"periop complex"
"883","resultnegative","bin",260,0.880769230769231,0.105420255420255,-0.0799728038233955,0.0719304727162914,0.88076923,0.1054203,-0.0799728,0.07193047,"picu"
"884","resultpositive","bin",260,0.119230769230769,0.105420255420255,0.0799728038233955,0.0719304727162914,0.11923077,0.1054203,0.0799728,0.07193047,"picu"
"885","pan_day","num",260,62.9076923076923,725.134303534304,-2517.80358488848,924712.681540955,0,1,-0.1289419528447,1.75861155031432,"picu"
"886","age","num",260,9.05884615384615,359.518183991684,25199.5868467691,2083807.25748255,0,1,3.69668276555329,16.1218831780071,"picu"
"887","gendermale","bin",260,0.573076923076923,0.245604395604396,-0.0357579654073737,0.0650845639595952,0.57307692,0.2456044,-0.03575797,0.06508456,"picu"
"888","demo_groupother adult","bin",260,0,0,0,0,0,0,0,0,"picu"
"889","demo_grouppatient","bin",260,1,0,0,0,1,0,0,0,"picu"
"890","payor_groupcommercial","bin",260,0.446153846153846,0.248054648054648,0.0266108329540282,0.0639244844368195,0.44615385,0.2480546,0.02661083,0.06392448,"picu"
"891","payor_groupgovernment","bin",260,0.55,0.248455598455598,-0.02475,0.06373125,0.55,0.2484556,-0.02475,0.06373125,"picu"
"892","payor_groupmedical assistance","bin",260,0,0,0,0,0,0,0,0,"picu"
"893","payor_groupother","bin",260,0,0,0,0,0,0,0,0,"picu"
"894","payor_groupself pay","bin",260,0,0,0,0,0,0,0,0,"picu"
"895","patient_classemergency","bin",260,0,0,0,0,0,0,0,0,"picu"
"896","patient_classoutpatient","bin",260,0,0,0,0,0,0,0,0,"picu"
"897","drive_thru_ind","num",260,0.05,0.0476833976833977,0.04275,0.04073125,0,1,4.10568189121812,17.9140304923146,"picu"
"898","std_pan_day","num",260,-0.022447147465386,0.986008845389221,-0.126245349274415,1.70974575626579,0,1,-0.128941890153348,1.75861192765231,"picu"
"899","std_age","num",260,0.189269365265778,4.1198517555376,30.9125272428305,273.639634561185,0,1,3.69668257298835,16.121882786624,"picu"
"900","std_drive_thru_ind","num",260,-0.153310293983369,0.554820762605455,1.69673643666486,5.51440629450699,0,1,4.10568071871656,17.9140288614305,"picu"
"901","resultnegative","bin",168,0.988095238095238,0.0118334759053322,-0.011482966202354,0.0113479313210545,0.98809524,0.01183348,-0.01148297,0.01134793,"radiation oncology"
"902","resultpositive","bin",168,0.0119047619047619,0.0118334759053322,0.011482966202354,0.0113479313210545,0.01190476,0.01183348,0.01148297,0.01134793,"radiation oncology"
"903","pan_day","num",168,63.8452380952381,712.694468206444,-4616.19108695065,924234.523627248,0,1,-0.242621167411781,1.81959778756592,"radiation oncology"
"904","age","num",168,1.94047619047619,3.33775306529798,18.9617380682432,146.051296563835,0,1,3.10954525164755,13.1098287575372,"radiation oncology"
"905","gendermale","bin",168,0.416666666666667,0.244510978043912,0.0405092592592592,0.0658275462962963,0.41666667,0.24451098,0.04050926,0.06582755,"radiation oncology"
"906","demo_groupother adult","bin",168,0,0,0,0,0,0,0,0,"radiation oncology"
"907","demo_grouppatient","bin",168,1,0,0,0,1,0,0,0,"radiation oncology"
"908","payor_groupcommercial","bin",168,0.56547619047619,0.247184203022526,-0.0321766851581903,0.0645884272696465,0.56547619,0.2471842,-0.03217669,0.06458843,"radiation oncology"
"909","payor_groupgovernment","bin",168,0.43452380952381,0.247184203022526,0.0321766851581903,0.0645884272696465,0.43452381,0.2471842,0.03217669,0.06458843,"radiation oncology"
"910","payor_groupmedical assistance","bin",168,0,0,0,0,0,0,0,0,"radiation oncology"
"911","payor_groupother","bin",168,0,0,0,0,0,0,0,0,"radiation oncology"
"912","payor_groupself pay","bin",168,0,0,0,0,0,0,0,0,"radiation oncology"
"913","patient_classemergency","bin",168,0,0,0,0,0,0,0,0,"radiation oncology"
"914","patient_classoutpatient","bin",168,0.93452380952381,0.0615554605075563,-0.0531762059982723,0.0499567561488172,0.93452381,0.06155546,-0.05317621,0.04995676,"radiation oncology"
"915","drive_thru_ind","num",168,0.428571428571429,0.246364414029085,0.0349854227405248,0.0649729279466889,0,1,0.286101501957483,1.07047496018863,"radiation oncology"
"916","std_pan_day","num",168,0.0121247858838567,0.969093651047054,-0.231460730132902,1.70886166709939,0,1,-0.242621140790989,1.8195981925054,"radiation oncology"
"917","std_age","num",168,-0.572741071686167,0.0382485460761477,0.023260510109559,0.0191790403241024,0,1,3.10954444827815,13.1098255746685,"radiation oncology"
"918","std_drive_thru_ind","num",168,1.13802966405029,2.86657618188258,1.38856237464262,8.79636944217941,0,1,0.286101440440243,1.07047483894041,"radiation oncology"
"919","resultnegative","bin",119,0.890756302521008,0.098134168921806,-0.076048610249834,0.0689020886396571,0.8907563,0.09813417,-0.07604861,0.06890209,"s  care ntwk"
"920","resultpositive","bin",119,0.109243697478992,0.098134168921806,0.076048610249834,0.0689020886396571,0.1092437,0.09813417,0.07604861,0.06890209,"s  care ntwk"
"921","pan_day","num",119,67.8739495798319,659.975502065233,-4539.39020709618,882220.364348254,0,1,-0.267735385544959,2.02544971600989,"s  care ntwk"
"922","age","num",119,8.2453781512605,46.9618216778237,163.128239421918,5997.7803111179,0,1,0.506887569874643,2.71957262793802,"s  care ntwk"
"923","gendermale","bin",119,0.579831932773109,0.245691496937758,-0.0388984066191974,0.0655647181007347,0.57983193,0.2456915,-0.03889841,0.06556472,"s  care ntwk"
"924","demo_groupother adult","bin",119,0,0,0,0,0,0,0,0,"s  care ntwk"
"925","demo_grouppatient","bin",119,1,0,0,0,1,0,0,0,"s  care ntwk"
"926","payor_groupcommercial","bin",119,0.302521008403361,0.212790200826093,0.0833369432795362,0.0774364552518773,0.30252101,0.2127902,0.08333694,0.07743646,"s  care ntwk"
"927","payor_groupgovernment","bin",119,0.697478991596639,0.212790200826093,-0.0833369432795362,0.0774364552518773,0.69747899,0.2127902,-0.08333694,0.07743646,"s  care ntwk"
"928","payor_groupmedical assistance","bin",119,0,0,0,0,0,0,0,0,"s  care ntwk"
"929","payor_groupother","bin",119,0,0,0,0,0,0,0,0,"s  care ntwk"
"930","payor_groupself pay","bin",119,0,0,0,0,0,0,0,0,"s  care ntwk"
"931","patient_classemergency","bin",119,0,0,0,0,0,0,0,0,"s  care ntwk"
"932","patient_classoutpatient","bin",119,1,0,0,0,1,0,0,0,"s  care ntwk"
"933","drive_thru_ind","num",119,0.0252100840336134,0.0247827944737217,0.0233354834766334,0.0227628122825165,0,1,5.98124295067164,37.0617122357277,"s  care ntwk"
