"","vars","a2b","ab2","a3b","a2b2","ab3","clinic_name"
"7698","pan_day_std_drive_thru_ind",0.163318061116253,-0.038768357914923,-0.280646051677321,1.03513600771353,-0.145055342980929,"radiation oncology"
"7699","age_gendermale",0.481837029872675,0.0304993803997594,1.86423743371489,0.321914967941742,0.0495614931496091,"radiation oncology"
"7700","age_demo_groupother adult",0,0,0,0,0,"radiation oncology"
"7701","age_demo_grouppatient",0,0,0,0,0,"radiation oncology"
"7702","age_payor_groupcommercial",-0.233501033755379,0.00142726313837063,-1.1727322250072,0.274827808207735,-0.00286495271200532,"radiation oncology"
"7703","age_payor_groupgovernment",0.233501033755379,0.00142726313837063,1.1727322250072,0.274827808207735,0.00286495271200532,"radiation oncology"
"7704","age_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7705","age_payor_groupother",0,0,0,0,0,"radiation oncology"
"7706","age_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7707","age_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7708","age_patient_classoutpatient",0.0524485777467053,-0.0207975926934168,0.210096491415326,0.0152445267546787,0.0195384429400849,"radiation oncology"
"7709","age_drive_thru_ind",-0.664311322952766,-0.107147012564839,-2.78470520056154,0.796932104752885,-0.400900308728114,"radiation oncology"
"7710","age_std_pan_day",0.0587266991768522,-0.194331668146349,0.345762011371489,0.629926242128264,0.244969194394098,"radiation oncology"
"7711","age_std_age",3.10954494142858,3.10954494142858,13.1098284860375,13.1098284860375,13.1098284860375,"radiation oncology"
"7712","age_std_drive_thru_ind",-0.664311322952766,-0.107147012564839,-2.78470520056154,0.796932104752886,-0.400900308728114,"radiation oncology"
"7713","gendermale_demo_groupother adult",0,0,0,0,0,"radiation oncology"
"7714","gendermale_demo_grouppatient",0,0,0,0,0,"radiation oncology"
"7715","gendermale_payor_groupcommercial",0.00239748677248677,-0.0018837396069539,0.00389591600529101,0.0594079211545729,0.00378124029869884,"radiation oncology"
"7716","gendermale_payor_groupgovernment",-0.00239748677248677,-0.0018837396069539,-0.00389591600529101,0.0594079211545729,-0.00378124029869884,"radiation oncology"
"7717","gendermale_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7718","gendermale_payor_groupother",0,0,0,0,0,"radiation oncology"
"7719","gendermale_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7720","gendermale_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7721","gendermale_patient_classoutpatient",0.00256283068783068,-0.0133633314436886,0.00416459986772487,0.0126451188114135,0.0125542745620073,"radiation oncology"
"7722","gendermale_drive_thru_ind",-0.0159897055604981,-0.0276124338624339,-0.0259832715358094,0.237006723985891,-0.103314436820957,"radiation oncology"
"7723","gendermale_std_pan_day",0.0055679613927045,-0.048273844702613,0.00904793726314481,0.233563155512527,0.0964681249342339,"radiation oncology"
"7724","gendermale_std_age",0.0304993803997594,0.481837029872676,0.0495614931496091,0.321914967941742,1.86423743371489,"radiation oncology"
"7725","gendermale_std_drive_thru_ind",-0.0159897055604981,-0.0276124338624339,-0.0259832715358094,0.237006723985891,-0.103314436820957,"radiation oncology"
"7726","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"radiation oncology"
"7727","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"radiation oncology"
"7728","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"radiation oncology"
"7729","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7730","demo_groupother adult_payor_groupother",0,0,0,0,0,"radiation oncology"
"7731","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7732","demo_groupother adult_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7733","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7734","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7735","demo_groupother adult_std_pan_day",0,0,0,0,0,"radiation oncology"
"7736","demo_groupother adult_std_age",0,0,0,0,0,"radiation oncology"
"7737","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7738","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"radiation oncology"
"7739","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"radiation oncology"
"7740","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7741","demo_grouppatient_payor_groupother",0,0,0,0,0,"radiation oncology"
"7742","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7743","demo_grouppatient_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7744","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7745","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7746","demo_grouppatient_std_pan_day",0,0,0,0,0,"radiation oncology"
"7747","demo_grouppatient_std_age",0,0,0,0,0,"radiation oncology"
"7748","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7749","payor_groupcommercial_payor_groupgovernment",0.0321766851581903,-0.0321766851581903,-0.0645884272696465,0.0645884272696465,-0.0645884272696465,"radiation oncology"
"7750","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7751","payor_groupcommercial_payor_groupother",0,0,0,0,0,"radiation oncology"
"7752","payor_groupcommercial_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7753","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7754","payor_groupcommercial_patient_classoutpatient",0.000607807607169849,0.0040336323021272,-0.00122005536731416,0.0145067254420901,-0.00378942388853217,"radiation oncology"
"7755","payor_groupcommercial_drive_thru_ind",0.0246779894492382,-0.054238709372638,-0.0495362564188036,0.251352980014757,-0.202939072326879,"radiation oncology"
"7756","payor_groupcommercial_std_pan_day",-0.00644405801714396,-0.0607430320688944,0.0129351911334391,0.252204736558315,0.0864865700281353,"radiation oncology"
"7757","payor_groupcommercial_std_age",0.00142726313837065,-0.233501033755379,-0.00286495271200533,0.274827808207735,-1.1727322250072,"radiation oncology"
"7758","payor_groupcommercial_std_drive_thru_ind",0.0246779894492382,-0.0542387093726379,-0.0495362564188036,0.251352980014757,-0.202939072326879,"radiation oncology"
"7759","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"radiation oncology"
"7760","payor_groupgovernment_payor_groupother",0,0,0,0,0,"radiation oncology"
"7761","payor_groupgovernment_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7762","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7763","payor_groupgovernment_patient_classoutpatient",0.000607807607169849,-0.0040336323021272,0.00122005536731416,0.0145067254420901,0.00378942388853217,"radiation oncology"
"7764","payor_groupgovernment_drive_thru_ind",0.0246779894492382,0.054238709372638,0.0495362564188036,0.251352980014757,0.202939072326879,"radiation oncology"
"7765","payor_groupgovernment_std_pan_day",-0.00644405801714396,0.0607430320688944,-0.0129351911334391,0.252204736558315,-0.0864865700281353,"radiation oncology"
"7766","payor_groupgovernment_std_age",0.00142726313837065,0.233501033755379,0.00286495271200533,0.274827808207735,1.1727322250072,"radiation oncology"
"7767","payor_groupgovernment_std_drive_thru_ind",0.0246779894492382,0.0542387093726379,0.0495362564188036,0.251352980014757,0.202939072326879,"radiation oncology"
"7768","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"radiation oncology"
"7769","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7770","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7771","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7772","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7773","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"radiation oncology"
"7774","payor_groupmedical assistance_std_age",0,0,0,0,0,"radiation oncology"
"7775","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7776","payor_groupother_payor_groupself pay",0,0,0,0,0,"radiation oncology"
"7777","payor_groupother_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7778","payor_groupother_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7779","payor_groupother_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7780","payor_groupother_std_pan_day",0,0,0,0,0,"radiation oncology"
"7781","payor_groupother_std_age",0,0,0,0,0,"radiation oncology"
"7782","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7783","payor_groupself pay_patient_classemergency",0,0,0,0,0,"radiation oncology"
"7784","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7785","payor_groupself pay_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7786","payor_groupself pay_std_pan_day",0,0,0,0,0,"radiation oncology"
"7787","payor_groupself pay_std_age",0,0,0,0,0,"radiation oncology"
"7788","payor_groupself pay_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7789","patient_classemergency_patient_classoutpatient",0,0,0,0,0,"radiation oncology"
"7790","patient_classemergency_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7791","patient_classemergency_std_pan_day",0,0,0,0,0,"radiation oncology"
"7792","patient_classemergency_std_age",0,0,0,0,0,"radiation oncology"
"7793","patient_classemergency_std_drive_thru_ind",0,0,0,0,0,"radiation oncology"
"7794","patient_classoutpatient_drive_thru_ind",0.00297767475999072,-0.00098615835222979,-0.00279739723966349,0.0616818569358961,-0.00368980131503417,"radiation oncology"
"7795","patient_classoutpatient_std_pan_day",-0.0246662358151337,0.0164169038276311,0.023172866596874,0.0465577671843503,0.0419137661536932,"radiation oncology"
"7796","patient_classoutpatient_std_age",-0.0207975926934168,0.0524485777467053,0.0195384429400849,0.0152445267546786,0.210096491415326,"radiation oncology"
"7797","patient_classoutpatient_std_drive_thru_ind",0.00297767475999072,-0.00098615835222979,-0.0027973972396635,0.0616818569358961,-0.00368980131503416,"radiation oncology"
"7798","drive_thru_ind_std_pan_day",-0.038768357914923,0.163318061116252,-0.145055342980929,1.03513600771353,-0.280646051677321,"radiation oncology"
"7799","drive_thru_ind_std_age",-0.107147012564839,-0.664311322952766,-0.400900308728114,0.796932104752885,-2.78470520056154,"radiation oncology"
"7800","drive_thru_ind_std_drive_thru_ind",0.286101517350341,0.286101517350341,1.07047489134543,1.07047489134543,1.07047489134543,"radiation oncology"
"7801","std_pan_day_std_age",-0.194331668146349,0.0587266991768522,0.244969194394098,0.629926242128264,0.345762011371489,"radiation oncology"
"7802","std_pan_day_std_drive_thru_ind",0.163318061116253,-0.038768357914923,-0.280646051677321,1.03513600771353,-0.145055342980929,"radiation oncology"
"7803","std_age_std_drive_thru_ind",-0.664311322952766,-0.107147012564839,-2.78470520056154,0.796932104752886,-0.400900308728114,"radiation oncology"
"7804","resultnegative_resultpositive",0.076048610249834,-0.076048610249834,-0.0689020886396571,0.0689020886396571,-0.0689020886396571,"s  care ntwk"
"7805","resultnegative_pan_day",-0.0274456208834429,-0.0691666136633509,0.0248664715458826,0.150546365474157,0.0998467394345962,"s  care ntwk"
"7806","resultnegative_age",-0.0021945026187327,0.0101856999177663,0.00198827846372393,0.0885315321712666,0.036485247489432,"s  care ntwk"
"7807","resultnegative_gendermale",0.00303532188950716,0.000620119525813276,-0.00275008336370184,0.0232225798846271,-0.00104523463638852,"s  care ntwk"
"7808","resultnegative_demo_groupother adult",0,0,0,0,0,"s  care ntwk"
"7809","resultnegative_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7810","resultnegative_payor_groupcommercial",-0.0126931642652118,0.00641482495123604,0.0115003486118441,0.0155192397599407,0.00596063745245374,"s  care ntwk"
"7811","resultnegative_payor_groupgovernment",0.0126931642652118,0.00641482495123604,-0.0115003486118441,0.0155192397599407,-0.00596063745245374,"s  care ntwk"
"7812","resultnegative_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7813","resultnegative_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7814","resultnegative_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7815","resultnegative_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7816","resultnegative_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7817","resultnegative_drive_thru_ind",-0.0136719837579269,0.105524156924433,0.0123871854288184,0.0140233262753002,0.653861651601216,"s  care ntwk"
"7818","resultnegative_std_pan_day",-0.0274456208834429,-0.0691666136633509,0.0248664715458826,0.150546365474157,0.0998467394345962,"s  care ntwk"
"7819","resultnegative_std_age",-0.00219450261873271,0.0101856999177663,0.00198827846372395,0.0885315321712666,0.0364852474894321,"s  care ntwk"
"7820","resultnegative_std_drive_thru_ind",-0.0136719837579269,0.105524156924433,0.0123871854288184,0.0140233262753002,0.653861651601216,"s  care ntwk"
"7821","resultpositive_pan_day",-0.0274456208834429,0.0691666136633508,-0.0248664715458826,0.150546365474157,-0.0998467394345962,"s  care ntwk"
"7822","resultpositive_age",-0.0021945026187327,-0.0101856999177663,-0.00198827846372394,0.0885315321712666,-0.0364852474894321,"s  care ntwk"
"7823","resultpositive_gendermale",0.00303532188950716,-0.000620119525813294,0.00275008336370184,0.0232225798846271,0.00104523463638852,"s  care ntwk"
"7824","resultpositive_demo_groupother adult",0,0,0,0,0,"s  care ntwk"
"7825","resultpositive_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7826","resultpositive_payor_groupcommercial",-0.0126931642652118,-0.00641482495123605,-0.0115003486118441,0.0155192397599407,-0.00596063745245374,"s  care ntwk"
"7827","resultpositive_payor_groupgovernment",0.0126931642652118,-0.00641482495123606,0.0115003486118441,0.0155192397599407,0.00596063745245374,"s  care ntwk"
"7828","resultpositive_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7829","resultpositive_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7830","resultpositive_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7831","resultpositive_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7832","resultpositive_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7833","resultpositive_drive_thru_ind",-0.0136719837579269,-0.105524156924433,-0.0123871854288184,0.0140233262753002,-0.653861651601216,"s  care ntwk"
"7834","resultpositive_std_pan_day",-0.0274456208834429,0.0691666136633508,-0.0248664715458826,0.150546365474157,-0.0998467394345962,"s  care ntwk"
"7835","resultpositive_std_age",-0.00219450261873272,-0.0101856999177663,-0.00198827846372395,0.0885315321712666,-0.0364852474894321,"s  care ntwk"
"7836","resultpositive_std_drive_thru_ind",-0.0136719837579269,-0.105524156924433,-0.0123871854288184,0.0140233262753002,-0.653861651601216,"s  care ntwk"
"7837","pan_day_age",-0.0459492647499411,0.227740642583501,1.38921346887258,1.29503811144061,1.38549027726466,"s  care ntwk"
"7838","pan_day_gendermale",-0.00267208515677436,-0.0111607959836093,0.145654605757437,0.242006213396004,0.0188119387410593,"s  care ntwk"
"7839","pan_day_demo_groupother adult",0,0,0,0,0,"s  care ntwk"
"7840","pan_day_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7841","pan_day_payor_groupcommercial",-0.0871947832337868,-0.0230561205006184,-0.0264802131181425,0.174790645694227,-0.0214236828610252,"s  care ntwk"
"7842","pan_day_payor_groupgovernment",0.0871947832337869,-0.0230561205006184,0.0264802131181425,0.174790645694227,0.0214236828610252,"s  care ntwk"
"7843","pan_day_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7844","pan_day_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7845","pan_day_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7846","pan_day_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7847","pan_day_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7848","pan_day_drive_thru_ind",0.0225410707857099,-0.396330590957551,-0.207567535187705,1.11923007102807,-2.45579194694886,"s  care ntwk"
"7849","pan_day_std_pan_day",-0.267735397762491,-0.267735397762491,2.02544963418792,2.02544963418792,2.02544963418792,"s  care ntwk"
"7850","pan_day_std_age",-0.0459492647499412,0.2277406425835,1.38921346887258,1.29503811144061,1.38549027726466,"s  care ntwk"
"7851","pan_day_std_drive_thru_ind",0.0225410707857099,-0.396330590957551,-0.207567535187705,1.11923007102807,-2.45579194694886,"s  care ntwk"
"7852","age_gendermale",-0.0271708993447721,-0.0101944940474555,0.160230032012689,0.245917788770558,0.0171832007142206,"s  care ntwk"
"7853","age_demo_groupother adult",0,0,0,0,0,"s  care ntwk"
"7854","age_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7855","age_payor_groupcommercial",-0.101307829814499,-0.0379868857919925,-0.259499898440162,0.169216585279997,-0.0352973083248677,"s  care ntwk"
"7856","age_payor_groupgovernment",0.101307829814499,-0.0379868857919925,0.259499898440162,0.169216585279997,0.0352973083248677,"s  care ntwk"
"7857","age_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7858","age_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7859","age_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7860","age_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7861","age_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7862","age_drive_thru_ind",-0.06769745161149,-0.222528582213989,-0.128309894381602,0.574917556048368,-1.37885874226043,"s  care ntwk"
"7863","age_std_pan_day",0.227740642583501,-0.0459492647499411,1.38549027726466,1.29503811144061,1.38921346887258,"s  care ntwk"
"7864","age_std_age",0.506887692405439,0.506887692405439,2.71957276926023,2.71957276926023,2.71957276926023,"s  care ntwk"
"7865","age_std_drive_thru_ind",-0.06769745161149,-0.222528582213989,-0.128309894381602,0.574917556048368,-1.37885874226043,"s  care ntwk"
"7866","gendermale_demo_groupother adult",0,0,0,0,0,"s  care ntwk"
"7867","gendermale_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7868","gendermale_payor_groupcommercial",-0.00419426297459172,0.0103752820950427,0.00706958699520965,0.0497492092622076,0.00964068318396866,"s  care ntwk"
"7869","gendermale_payor_groupgovernment",0.00419426297459172,0.0103752820950427,-0.00706958699520966,0.0497492092622076,-0.00964068318396866,"s  care ntwk"
"7870","gendermale_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7871","gendermale_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7872","gendermale_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7873","gendermale_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7874","gendermale_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7875","gendermale_drive_thru_ind",-0.0022202366786377,0.083878176016857,0.00374229189840259,0.228187264132987,0.519736184606095,"s  care ntwk"
"7876","gendermale_std_pan_day",-0.0111607959836093,-0.00267208515677438,0.0188119387410593,0.242006213396004,0.145654605757437,"s  care ntwk"
"7877","gendermale_std_age",-0.0101944940474555,-0.0271708993447721,0.0171832007142207,0.245917788770558,0.160230032012689,"s  care ntwk"
"7878","gendermale_std_drive_thru_ind",-0.0022202366786377,0.083878176016857,0.00374229189840259,0.228187264132987,0.519736184606095,"s  care ntwk"
"7879","demo_groupother adult_demo_grouppatient",0,0,0,0,0,"s  care ntwk"
"7880","demo_groupother adult_payor_groupcommercial",0,0,0,0,0,"s  care ntwk"
"7881","demo_groupother adult_payor_groupgovernment",0,0,0,0,0,"s  care ntwk"
"7882","demo_groupother adult_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7883","demo_groupother adult_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7884","demo_groupother adult_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7885","demo_groupother adult_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7886","demo_groupother adult_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7887","demo_groupother adult_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7888","demo_groupother adult_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7889","demo_groupother adult_std_age",0,0,0,0,0,"s  care ntwk"
"7890","demo_groupother adult_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7891","demo_grouppatient_payor_groupcommercial",0,0,0,0,0,"s  care ntwk"
"7892","demo_grouppatient_payor_groupgovernment",0,0,0,0,0,"s  care ntwk"
"7893","demo_grouppatient_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7894","demo_grouppatient_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7895","demo_grouppatient_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7896","demo_grouppatient_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7897","demo_grouppatient_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7898","demo_grouppatient_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7899","demo_grouppatient_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7900","demo_grouppatient_std_age",0,0,0,0,0,"s  care ntwk"
"7901","demo_grouppatient_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7902","payor_groupcommercial_payor_groupgovernment",-0.0833369432795362,0.0833369432795362,-0.0774364552518773,0.0774364552518773,-0.0774364552518773,"s  care ntwk"
"7903","payor_groupcommercial_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7904","payor_groupcommercial_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7905","payor_groupcommercial_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7906","payor_groupcommercial_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7907","payor_groupcommercial_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7908","payor_groupcommercial_drive_thru_ind",0.0230316572266152,0.35174718974811,0.0214009516550544,0.348154282082035,2.17953883867072,"s  care ntwk"
"7909","payor_groupcommercial_std_pan_day",-0.0230561205006185,-0.0871947832337868,-0.0214236828610252,0.174790645694227,-0.0264802131181425,"s  care ntwk"
"7910","payor_groupcommercial_std_age",-0.0379868857919925,-0.101307829814499,-0.0352973083248677,0.169216585279996,-0.259499898440162,"s  care ntwk"
"7911","payor_groupcommercial_std_drive_thru_ind",0.0230316572266152,0.35174718974811,0.0214009516550543,0.348154282082035,2.17953883867072,"s  care ntwk"
"7912","payor_groupgovernment_payor_groupmedical assistance",0,0,0,0,0,"s  care ntwk"
"7913","payor_groupgovernment_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7914","payor_groupgovernment_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7915","payor_groupgovernment_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7916","payor_groupgovernment_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7917","payor_groupgovernment_drive_thru_ind",0.0230316572266152,-0.35174718974811,-0.0214009516550544,0.348154282082035,-2.17953883867072,"s  care ntwk"
"7918","payor_groupgovernment_std_pan_day",-0.0230561205006185,0.0871947832337868,0.0214236828610252,0.174790645694227,0.0264802131181425,"s  care ntwk"
"7919","payor_groupgovernment_std_age",-0.0379868857919925,0.101307829814499,0.0352973083248677,0.169216585279996,0.259499898440162,"s  care ntwk"
"7920","payor_groupgovernment_std_drive_thru_ind",0.0230316572266152,-0.35174718974811,-0.0214009516550543,0.348154282082035,-2.17953883867072,"s  care ntwk"
"7921","payor_groupmedical assistance_payor_groupother",0,0,0,0,0,"s  care ntwk"
"7922","payor_groupmedical assistance_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7923","payor_groupmedical assistance_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7924","payor_groupmedical assistance_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7925","payor_groupmedical assistance_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7926","payor_groupmedical assistance_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7927","payor_groupmedical assistance_std_age",0,0,0,0,0,"s  care ntwk"
"7928","payor_groupmedical assistance_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7929","payor_groupother_payor_groupself pay",0,0,0,0,0,"s  care ntwk"
"7930","payor_groupother_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7931","payor_groupother_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7932","payor_groupother_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7933","payor_groupother_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7934","payor_groupother_std_age",0,0,0,0,0,"s  care ntwk"
"7935","payor_groupother_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7936","payor_groupself pay_patient_classemergency",0,0,0,0,0,"s  care ntwk"
"7937","payor_groupself pay_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7938","payor_groupself pay_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7939","payor_groupself pay_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7940","payor_groupself pay_std_age",0,0,0,0,0,"s  care ntwk"
"7941","payor_groupself pay_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7942","patient_classemergency_patient_classoutpatient",0,0,0,0,0,"s  care ntwk"
"7943","patient_classemergency_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7944","patient_classemergency_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7945","patient_classemergency_std_age",0,0,0,0,0,"s  care ntwk"
"7946","patient_classemergency_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7947","patient_classoutpatient_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7948","patient_classoutpatient_std_pan_day",0,0,0,0,0,"s  care ntwk"
"7949","patient_classoutpatient_std_age",0,0,0,0,0,"s  care ntwk"
"7950","patient_classoutpatient_std_drive_thru_ind",0,0,0,0,0,"s  care ntwk"
"7951","drive_thru_ind_std_pan_day",-0.396330590957551,0.0225410707857099,-2.45579194694886,1.11923007102807,-0.207567535187705,"s  care ntwk"
"7952","drive_thru_ind_std_age",-0.22252858221399,-0.06769745161149,-1.37885874226043,0.574917556048368,-0.128309894381602,"s  care ntwk"
"7953","drive_thru_ind_std_drive_thru_ind",5.98124222220993,5.98124222220993,37.0617025714951,37.0617025714951,37.0617025714951,"s  care ntwk"
"7954","std_pan_day_std_age",-0.0459492647499413,0.2277406425835,1.38921346887258,1.29503811144061,1.38549027726466,"s  care ntwk"
"7955","std_pan_day_std_drive_thru_ind",0.0225410707857099,-0.396330590957551,-0.207567535187705,1.11923007102807,-2.45579194694886,"s  care ntwk"
"7956","std_age_std_drive_thru_ind",-0.06769745161149,-0.22252858221399,-0.128309894381602,0.574917556048368,-1.37885874226043,"s  care ntwk"
"7957","resultnegative_resultpositive",0,0,0,0,0,"sedation unit"
"7958","resultnegative_pan_day",0,0,0,0,0,"sedation unit"
"7959","resultnegative_age",0,0,0,0,0,"sedation unit"
"7960","resultnegative_gendermale",0,0,0,0,0,"sedation unit"
"7961","resultnegative_demo_groupother adult",0,0,0,0,0,"sedation unit"
"7962","resultnegative_demo_grouppatient",0,0,0,0,0,"sedation unit"
"7963","resultnegative_payor_groupcommercial",0,0,0,0,0,"sedation unit"
"7964","resultnegative_payor_groupgovernment",0,0,0,0,0,"sedation unit"
"7965","resultnegative_payor_groupmedical assistance",0,0,0,0,0,"sedation unit"
"7966","resultnegative_payor_groupother",0,0,0,0,0,"sedation unit"
"7967","resultnegative_payor_groupself pay",0,0,0,0,0,"sedation unit"
"7968","resultnegative_patient_classemergency",0,0,0,0,0,"sedation unit"
"7969","resultnegative_patient_classoutpatient",0,0,0,0,0,"sedation unit"
"7970","resultnegative_drive_thru_ind",0,0,0,0,0,"sedation unit"
"7971","resultnegative_std_pan_day",0,0,0,0,0,"sedation unit"
"7972","resultnegative_std_age",0,0,0,0,0,"sedation unit"
